SKUCode,Quantity,Priority
1325226517112HRHT0,0,0.416667
1325222417099HURL0,0,0.416667
1225220Z16008RXC10,0,0.416667
1225223516121PSKP0,0,0.416667
1225219015008SLTB0,0,0.416667
1325222317101VUX10,0,0.416667
1325217514082HURL2,2362,0.423001
1325218414082HUSP0,1386,0.420383
1325217514086VURL0,1273,0.42008
1325222117094YLEV0,1003,0.419356
1325218414086VURL0,909,0.419104
1325220416092VURL0,909,0.419104
